"ClaimNumber","LossCause","InsuredAge"
"c482b1336d9d032019f1d3191ab63878","Rollover",53
"c48728c82996ff7d79bfa00a3e9108f2","Collision with fixed object",58
"c48adae98e35857d3f80947c3aaa2619","Collision with motor vehicle",85
"c48ec0772b97eecd420983da3f141812","Collision with motor vehicle",77
"c4921c4e0ecf41d7a53d7a810869b67d","Collision with fixed object",93
"c4950bbacb466e9ba37a203eff8f5aea","Collision with motor vehicle",36
"c4a75c0cdbb3ca097c0be973e8bddcbe","Collision with motor vehicle",NA
"c4b592ac361961a15958545e01ff1d90","Collision with motor vehicle",57
"c4b7d9b9879be7377841f5f1c867762f","Collision with motor vehicle",50
"c4c0517d0fa3cd6e58f8bb07114ba264","Collision with motor vehicle",81
"c4c095b4ae3e3ffc3d45ad41bb796940","Collision with motor vehicle",88
"c4c5962c4e07990242fbfd708e3250b6","Collision with motor vehicle",65
"c4c64e29189c48c4acd2e72c7b0a2555","Collision with motor vehicle",51
"c4cb0ddc2169e173445dabe83d71081d","Collision with motor vehicle",56
"c4cbab7eee337514cab18f86786317dc","Collision with motor vehicle",81
"c4cd8686178a27627b0d65f44a8b6dcd","Collision with motor vehicle",54
"c4cfb273243197acd001018d8baab6d9","Collision with motor vehicle",86
"c4e102426d40712dcb384e863fdfce6d","Collision with fixed object",47
"c4e7278906f68cc7dbaec39e323d65ff","Collision with motor vehicle",37
"c4e85f3eadb749af0c77c834c4168d03","Collision with motor vehicle",27
"c4eb1a2bfc8967ab875d3ba722932dfb","Collision with motor vehicle",54
"c4edbcec4b2827ce63e9466c8a6746ea","Collision with motor vehicle",96
"c4fcbd8314ec04f01ea87eca7674ec67","Collision with motor vehicle",46
"c504e2b07a71490fd3a08820762c462b","All other",63
"c50693cc3be54afc44676dd84091968b","Collision with motor vehicle",82
"c5083860b94a565281a7f0fe485d5ec9","Collision with motor vehicle",55
"c50b003b5d87975374385ff10fab8e03","Collision with motor vehicle",66
"c50efc598ae2420db4639617c1e3e7a3","Collision with motor vehicle",NA
"c5113b187fad112a88486ba2104a1c92","Collision with motor vehicle",86
"c516d7a85d7183157ddf60f13809ec11","Collision with motor vehicle",87
"c51ae343d29fa24c5469d379516d9117","Collision with motor vehicle",64
"c51e8972995b4a5a8feb6bc723902de1","Collision with motor vehicle",59
"c51ff5286c87e59dbbada9ff2066e23b","Collision with motor vehicle",48
"c5200ae1eced9e542e3d1c69db60a9ca","Collision with motorcycle",44
"c53231c5315ec69531100765f98e753a","Rollover",33
"c54120f23b0ecae11020a7ed9c22c157","Collision with motor vehicle",50
"c543f992cb7abf06586a6f5cdb1cb7c3","All other",32
"c5544413e5b8b72458326391df1b17ca","Collision with motor vehicle",44
"c55a6d4d588fdae963e1f7612828dfe0","Hit and run",50
"c569461e4bd058eba8e50e12ef73d813","Collision with motor vehicle",69
"c57c8d4e3bcff25c264b0bb882ff2222","Rollover",44
"c57cf4a6da449df18333537a22009fab","Collision with fixed object",60
"c57cfa71217ee7fe0f6177653db59634","Collision with motor vehicle",90
"c582c50be697726ee857be4b5c83c71a","Collision with motor vehicle",63
"c58ffdb827cd7224d5cc2a10ff69034e","Collision with motor vehicle",97
"c599584192f8316bb91e0be59ab231c1","Collision with pedestrian",36
"c59fd1a8c5927f26c4fec7ee837c94bd","Collision with motor vehicle",47
"c5a53ffcde10ef3bb5c1e7c8cb90bdb9","Collision with motor vehicle",58
"c5ae173a619eb1fc21c6a9a8b0376e4a","Collision with motor vehicle",69
"c5b03b39560dcea52fb168a049f94e08","Collision with animal",75
"c5b3c682edcf9bae78dd08466c0dbfa5","Collision with motor vehicle",82
"c5becf03b4fa2b4fc032a16a84399bbd","Collision with fixed object",62
"c5c2d293072a718439ef4ec46cf0f6f8","Collision with bicycle",48
"c5d2df21d0c141d984d999f562ef0888","Collision with motor vehicle",72
"c5d7dc95065f1b6d56a07df2a1b9c54e","All other",67
"c5dde010e804afd39bad7b2e0296f5ac","Collision with motor vehicle",58
"c5e5630bf203b7b022d7c3c4fdd6c299","Collision with motor vehicle",46
"c5e5c1c9387a52ba27c746460496ed5b","Collision with motor vehicle",56
"c5eb0059a6158775bf05095ab10929e8","All other",64
"c5fb26ef449ac96c96d09b9a02f5966c","All other",48
"c5fe5ad48a83153b9cb70a4f5c059d5e","Collision with fixed object",53
"c5ffd6aa9078bc817a6acd00c7b7653e","Collision with motor vehicle",64
"c604bdd782d0360fca97862ae0c58024","Collision with motor vehicle",68
"c60a5ba9e4aaaa83b73c54b55590f463","Collision with animal",36
"c60c446ff923558e59fb2d74f7d1145d","Collision with motor vehicle",67
"c614c28b4d8fa2b719e591b6b72a8a65","Collision with motor vehicle",50
"c621e02c91f0ff1b1c2e6dfb0f762c23","Collision with animal",35
"c6223bafbaa20429c54399fd5dd4e4e0","Collision with motor vehicle",26
"c6274af1d613ce920d9c278a7d0e5b58","Collision with fixed object",51
"c628a7417f66fe5faea1698a532b7502","Collision with motor vehicle",49
"c62ed46957ed807e846a5b15134d5519","All other",67
"c63015d202a7b777cae2742780700de3","Collision with motor vehicle",93
"c63767245210e8029322e679900ab98f","Collision with motor vehicle",66
"c6409dd8a4b5142e1c0911edeecb9e97","Collision with motor vehicle",86
"c65253d21ba596706ba8c5889cf6ebda","All other",64
"c65c84ffaaf83ef1a08357a0cb37fcf8","Collision with motor vehicle",61
"c66fb0f8425c504f238dcf206f5ed5bd","Collision with motor vehicle",76
"c671a7011eae0c5154345113446e3a64","All other",49
"c6775b5785f1606a4082c013cfd7ce13","Collision with animal",78
"c67fa9fc5e445215f5767e882bdcd030","Collision with motor vehicle",49
"c68f3829d12566c1803b0611cf8a599a","Collision with motor vehicle",55
"c692da5e20df8d0c47b4eb88fff5f362","Collision with bicycle",65
"c6940128b929d8abcccb4d9c1603cb59","Collision with motor vehicle",81
"c695a38d9bd4429fb376c1224dc7a1b9","Collision with motor vehicle",74
"c697b885e8fd8ca0dedefcc1355943dc","Collision with motor vehicle",76
"c6a25c901428b87e50ecf1b050bf0928","Collision with motor vehicle",74
"c6ab386ba7d58f29ed4c07fc5f3144d7","All other",65
"c6ad2dd9282df0dacb101993c4961bad","Rollover",67
"c6b375f7b6ae7fee1615bd0e9adc5eb0","Collision with motor vehicle",81
"c6b395a094f9ba69c5a893b69e60ffaa","Collision with fixed object",66
"c6b86f36d98efdf5c18d69e0e1dc73c8","Collision with fixed object",83
"c6b97db53f8beb425591d74dd65012fe","Collision with motor vehicle",52
"c6c5542052eacd5f480068d60cf269b2","All other",33
"c6cd1e2f4b0340496c0cc026e4607c1e","Collision with motor vehicle",49
"c6d09c565bbd8d793455f6b3749ab323","Collision with motor vehicle",47
"c6d46b63461972ec1430edd74f7d62fe","Collision with fixed object",90
"c6e89002d3c094a9d428bb07c1eed996","All other",53
"c6f593402a13a2a4fd74b26fa73f0ceb","Collision with motor vehicle",82
"c701cb5d2a4375674b6fb9c50e05e44b","Collision with fixed object",55
"c70dbc38ca40d201a8ff11f15eed3716","All other",75
"c70ebe5c7388f618d977f4e4e010e39e","Collision with motor vehicle",57
"c715915db5b977c27336c7493fbefc07","Rollover",NA
"c71f20ada0292f43a3492013f8562634","Collision with motor vehicle",63
"c7218e7d484cc9271cabbb097d13e9ea","Collision with motor vehicle",67
"c731e632ce8a8c828fd874d0df68a007","Collision with motor vehicle",80
"c7361e69f391f6edd2ceee461fbd2dfc","Collision with motor vehicle",51
"c744e1e23d27d8dc57bf169065fc2cee","Collision with motor vehicle",69
"c7479d94267b719a13cfdfb9fa51b856","Collision with motor vehicle",72
"c7489f9d80f7fb288baa28692689d537","All other",31
"c74ed020f2c4ac6709aa7c0568be9465","Collision with motor vehicle",52
"c7574e5daed6e03c3447cdcdc224146c","Collision with motor vehicle",59
"c75a86105565b1a3e999e751b1128a51","Collision with bicycle",72
"c76d82b08aa2cf3129dc5e6d0d5a2b39","Collision with motor vehicle",68
"c7751eb5be6c047761963c6d4fd98d40","Collision with motor vehicle",37
"c77976aefdea5021878751021ea44fb3","Entering or getting out of a vehicle",65
"c779ee16cac16cb97895ab8f3ea53767","Collision with motor vehicle",31
"c787fab2fa6a821d23065d4f86546a4b","Collision with motor vehicle",64
"c7884711f0c8fc5a2e7b8a90e9c7a83b","Collision with motor vehicle",73
"c7893e40dbafa66d249ba6a6a3379239","Collision with motor vehicle",77
"c78dea040b870926ea09a30cfe55fc27","Collision with motor vehicle",75
"c7908c4f4f3c7d025f5d60250b05cf68","Collision with motor vehicle",93
"c794718ab55fd344260b038a0f46f86c","Collision with motor vehicle",68
"c7963bbabe8f47333ce78e4be95c736a","Collision with motor vehicle",91
"c79fafd7ab2cdb22b7f7437be267410c","Collision with other object",55
"c7a199e385b6a4ebcfefdacd0eb99d3b","Collision with fixed object",67
"c7aacac63eceb1ac1b675c936c20a3d2","Collision with motor vehicle",36
"c7c02084c81af3556b4e39c3431894dd","Collision with motor vehicle",66
"c7c7a49aa741244371ec1103301619f8","Collision with fixed object",89
"c7ca0ea4920ccc79b6eedf3eef334581","Rollover",60
"c7de5ad5d5341be48e961641ee1201e0","All other",59
"c7e01917b6e87f815f2ed0d92843575c","Collision with motor vehicle",36
"c7e0d4126ca7d62652eda8b69119766b","Collision with fixed object",47
"c7e5e848b975cd2a618e6d7c72da6d4c","Collision with motor vehicle",61
"c7eb75e053c13df4c3c729ecfad5a80f","Collision with motor vehicle",56
"c7efac667e4d7f8d41ed94e4ac4e01e0","Collision with motor vehicle",73
"c7f5b151303b89c1ae1a41d251511003","All other",78
"c7fedaaeec0834314a4b2b35332c6383","Collision with motor vehicle",87
"c8144b7f84bf6a584e9509c8830b4745","Collision with motor vehicle",55
"c819e7eb02840966f98c7cde822f872a","Collision with motor vehicle",76
"c82bf8219137be09b42bf69f3bff0b1c","Collision with motor vehicle",78
"c82df9da8b95dc6ca4fe7eb77c58b295","Collision with motor vehicle",51
"c83b49f581a6153859d89e7c1c8b39bb","Collision with motor vehicle",42
"c84b44f4c93223dbc34a424d113a3f49","Collision with motor vehicle",63
"c84f5affed482b7792c4f2fc9599b3b2","All other",43
"c857cc2e8077cc2b946eb1aaf525b7c0","Entering or getting out of a vehicle",50
"c86ac6d1951aef3d8662271824876fd4","Collision with motor vehicle",40
"c86af7a49a183799e0b8c57eccf7f6d3","Collision with fixed object",57
"c86f6b3cdcf9454590a6d1aae4c8862c","All other",43
"c86f6b6cf3cf72877364d2c458a22386","Collision with motor vehicle",71
"c872ac545421a50272b7a1f0a86e7b2f","Collision with motor vehicle",30
"c874e9928dc973e6eea4d5e0b4b49253","Collision with motor vehicle",61
"c878c367886589405ea46ff7d078296b","Collision with motor vehicle",49
"c878d0cf165c009d9c35035ab0b667df","Collision with motor vehicle",44
"c879963f9ac76fff21c95071083daadf","All other",54
"c88169652fd831f3b08a3fb5ede49294","Collision with motor vehicle",52
"c8864d95ce3bd3608660b83d3d206176","Collision with motor vehicle",68
"c887af6c91c9f6209c429cb61b8e1024","Collision with motor vehicle",69
"c89330a7637effb7bc15dff89d46448d","Collision with motor vehicle",36
"c8955d3d30bbef5220f1e894e3945b84","Collision with motor vehicle",63
"c89e4652dcdf96bb7df8bcefba153ae3","Collision with motor vehicle",79
"c8ab1343d06107ab1114db3ed98e9e12","Collision with fixed object",71
"c8bbc5eba0baa85ccdc2fe04d5ee4e36","Collision with animal",58
"c8bbfb76337282040b981d7658799eec","Collision with animal",40
"c8c4c1ee28ea9b658266c7fcd2de56bf","Collision with motor vehicle",63
"c8c5ec9c6e9acbe16c15a87ebadd7cbf","Collision with motor vehicle",55
"c8c96941181913cc16dcc7781284333a","Collision with motor vehicle",59
"c8cea5f3d8cca81474a9bba30bf4907b","Collision with motor vehicle",56
"c8d5c853b3d76bcb693fc977b2da9dfa","Collision with motor vehicle",50
"c8de45e718b6a67cddd19e54926677d0","Collision with pedestrian",67
"c8eb09786b83eaade9eb2dbb8383c3f4","Collision with motor vehicle",50
"c8ecf55d2f10416cfeec9b017e75b717","Collision with motor vehicle",70
"c8f274f291dc25363655661693c2393d","Collision with motor vehicle",51
"c8f5935216ceb1087acd88d67e156a1b","Collision with motor vehicle",64
"c8fd85c29692cb82c5c765511c5b9844","Collision with animal",57
"c8ff1d03917a4b3a893c1987000093bf","Collision with fixed object",50
"c9027d503cee047a1e35fa4ba3e98662","Collision with motor vehicle",23
"c902974b108d5dd79f046d7784ad2155","Collision with motor vehicle",52
"c9042747fd6bfaa9b81b31704d9e1f8f","Collision with motor vehicle",59
"c9055db22b2fe16e7b10fd37b3f94894","Entering or getting out of a vehicle",69
"c90c635d9e869e3e04db12ee5ee11cef","Collision with motor vehicle",84
"c90e4ac0055afbee9a4111cae4de44d9","Falling object(s)",48
"c91289a9790d105f29cc26f22a2a351b","Collision with motor vehicle",90
"c916797d7b521f59d64674ee08549845","Collision with motor vehicle",59
"c9190a97391440cee58ebe9de1a29675","Collision with motor vehicle",46
"c91b140dc905ecebd8b2e1e552c80f05","Collision with motor vehicle",57
"c91dbbc2bd5243bf952d0b523bfd0e4e","Collision with motor vehicle",41
"c91e398d8ebe3e79057f518693ca65b1","Collision with motor vehicle",77
"c92085227906e2c64e51f6010c9b063c","Hit and run",69
"c92529e8df14a1a7bdfa4a935ee0ad2d","Collision with motor vehicle",57
"c93ec3bd6674d7e9fe59a9bbcc3f391a","All other",77
"c945cddfb179a093490810b47f9f96ac","Collision with motor vehicle",52
"c9490fa85f80c3e38a8fa569e7e1d3e0","Collision with motor vehicle",41
"c94bc5f3f1c3b7be6d805e28c1f04bde","Collision with motor vehicle",67
"c95aa1488d711828ef80470556922d5a","Collision with motor vehicle",44
"c95c941359d66ee764c1e24d8ffa686b","All other",67
"c95deb6a65d84a347b8336ec5e74ae62","Collision with motor vehicle",31
"c963ed134fb3e7f52a479550c1ae7722","Collision with motor vehicle",81
"c965888150f416b3b4dee42078970c78","Collision with animal",53
"c9697cedec038a60fcb5c7c659bf36a5","Collision with motor vehicle",76
"c981db4a5e87e5073895643e3be90122","Collision with motor vehicle",79
"c985b3e8972285b50a6fc1f63f84205c","Collision with motor vehicle",72
"c985fd73c6aa4964a444b61241da3652","Collision with motor vehicle",56
"c986d69524dd11974d92f3e913fb2703","Collision with motorcycle",77
"c99018d7af7847a3cf8992cd6eba63d6","Collision with motor vehicle",46
"c99107ddc808663afc1f3b2c14003427","Collision with motor vehicle",66
"c99766af0099ba6433e701aae3c5be48","Collision with motor vehicle",55
"c99c2e57564dccbe3e661b5956bea3da","Collision with fixed object",64
"c99f48aae89cf8c810bc1cd15734afb2","Collision with motor vehicle",40
"c9a0bcd075154545b47c967d42990ae7","Collision with other object",59
"c9a1171ab8c7967ee6a7ef0b524a7b80","Collision with motor vehicle",61
"c9a329b75df18abed13c5ecd6105be05","Collision with fixed object",40
"c9a4eff5e1a6e79be9fda2f6bc8378c3","Collision with motor vehicle",75
"c9b40bddaa9844615d636346faf4fce2","Collision with motor vehicle",63
"c9b9301d975a9907c9997d799f94cf58","Collision with motor vehicle",61
"c9c110891e453b8ca65a4210196a1d5c","Collision with motor vehicle",84
"c9c7f06a4cbb408f9c8f51dff697f279","Collision with motor vehicle",58
"c9ccaeb19139ca3a3cb1e88f8eecacee","Collision with motor vehicle",70
"c9d25de3b6235f98a325b5ca02b698d0","Collision with motor vehicle",72
"c9d7c3994b4b83934f5f790ef685eec9","Collision with motor vehicle",52
"c9e3ac1b8326ac8c6da5108e7a30fa66","All other",83
"c9e73fee6b68342e2ccb10a4ccc1064e","Collision with motor vehicle",80
"c9ece6b7f2a118638e3aba5a69144131","Collision with motor vehicle",33
"c9f04689429ebdd08c9a28d9b19bff8d","All other",49
"c9fd7eebb825655dca78d415c4086127","Collision with motor vehicle",62
"ca01dcc1d63344e71eaaccba7aff6d7f","Hit and run",42
"ca0624a79b08a9814abcf9a9b457ee05","Collision with motor vehicle",78
"ca074ef394f11538b1c9dae1d04d5309","Collision with motor vehicle",68
"ca090e0985104f28975933882f0eb449","Collision with motor vehicle",42
"ca09dcb18a60fb981e7d67de7b5f932f","Collision with motor vehicle",59
"ca0eba24c528202aa6cf8fcdd9fe020c","Collision with fixed object",73
"ca1c1da4b96180e3274b0f4e1baaf7ba","Collision with motor vehicle",35
"ca23dfa9da109ceee461006451ce1f54","All other",71
"ca2557e876e071c2e338085cd125189f","Collision with motor vehicle",67
"ca2e32f727dd38ebf36cc78ba30ed426","Collision with motorcycle",73
"ca3091a4065a64594b94d059ce8bd292","Collision with motor vehicle",61
"ca3114bb49ce7d2734fe605eeaecb98d","Collision with fixed object",54
"ca35e93ee0353be52e0c1325ff1c4008","Collision with motor vehicle",39
"ca418d8ad73425e04b19141cac98b1ad","Collision with motor vehicle",55
"ca43ae89ebff102b6f5ae6a36a3e20c8","Collision with motor vehicle",56
"ca4a18ca89dcc7796fe1ecc239da05c5","Collision with motor vehicle",30
"ca50f8b7ad0a0502bf80f6b963cef25e","Collision with motor vehicle",50
"ca5240468edcee46a8de237883cc315e","Collision with motor vehicle",72
"ca5a364db6e1baad4416948f09495260","Collision with motor vehicle",59
"ca5eedbed0130a10403dbfe1cca0cd55","Collision with motor vehicle",57
"ca6188c12688c5c1388de1607d970ba5","Collision with motor vehicle",59
"ca7587cb2a3ac91ed191312bce217489","Collision with fixed object",44
"ca791ca168029328ac7da3a91a3b01f6","All other",65
"ca79fdc5a4ca7fe006b9aa2fa0f1dea6","Collision with motor vehicle",55
"ca7b0a3cbb08f34ede6defe92ce81e7a","Collision with motor vehicle",68
"ca808275ba7843297c286da28734389a","Collision with motor vehicle",20
"ca9dfa57976997ff662b75e4e66f6922","Collision with motor vehicle",66
"caa5908573d3916c831955b982f37131","Collision with motor vehicle",47
"caac9e4c8e9099ab8b9c3a27ff5e81c8","Collision with motor vehicle",57
"cab055dff529be720c89be5b6cf9f71f","Collision with motor vehicle",49
"cab34510baf4a882cbb8d2c4873a8ed8","Collision with motor vehicle",65
"cab48370463d0bca34555b2556cf1ef9","Collision with motor vehicle",51
"cabe9b26f221ea720753ea6ee050a60e","Collision with motor vehicle",53
"cace82ea6ff19e927be7b7190107c992","Collision with motor vehicle",90
"cad3601dfa972c0e35b05b180f35220c","Collision with motor vehicle",72
"cadea3b4d4ccb6dbe8a834a861c522f0","Collision with motor vehicle",40
"cae26f578a019c761828bb0d9db6537e","Collision with motor vehicle",50
"cae532f9856ff4a2364fe3239bba979f","Collision with fixed object",56
"caeba71bd03ab759df5fe7edc9500d51","Collision with motorcycle",22
"caf0bcc0ee22eb2fe4e62c354120a413","Collision with motor vehicle",74
"caf2fc5db5a0e386df2728a554045c56","Collision with animal",68
"cafc5b9412735c3e186183f06857709a","All other",36
"caff609cf817e2189d810510c63ccab6","Collision with motor vehicle",27
"cb04121adf3d620c809ca6f10074348a","Collision with motor vehicle",46
"cb06fdfb644c0198258b1334908c9ec4","Collision with motor vehicle",45
"cb084747f47355bdfc6923a9939a6538","Collision with motor vehicle",40
"cb0ec2b4f56a7a1ac22db8ea23f59f9d","Collision with motor vehicle",73
"cb1155965e83d61fb287524656b3edd9","Collision with motor vehicle",62
"cb1e080c4ef0ca563737ce853da26bef","Collision with motorcycle",51
"cb220fac771b928495241425183cc88d","All other",51
"cb23ea1efb3ba032cd216f3a68b4e2e0","Collision with motor vehicle",83
"cb24a560af91058a9748c85d9c4a40c8","Collision with motor vehicle",58
"cb2798d43e9f476a72bba275c4ec2984","Collision with motor vehicle",52
"cb290225469f52a0babc3936de36c647","Collision with motor vehicle",61
"cb292311309306d894f4c3da35293788","Collision with motor vehicle",54
"cb2fcb1cf31e1ee721379cd23dffa5b4","Collision with pedestrian",75
"cb31be8b43f47a3555385f2744ff38f0","Collision with other object",46
"cb32f154bb5a96e83b40ce085c968e72","Collision with motor vehicle",59
"cb36bc7062fc51ccaae45b4329f7469e","Collision with motor vehicle",59
"cb3e55d21b6bb30572fecedd9fc66eaa","Collision with motor vehicle",65
"cb4289b9bbbd9b1a0a5e951ef4adc2c9","Collision with motor vehicle",92
"cb42caab7b87e704dff42f02e751d98d","Collision with motor vehicle",78
"cb5cd62f74d04e5551fc081a5b5dc3b0","Collision with motor vehicle",63
"cb5ce0d5382db6a8df3857fbac2113c4","Collision with motor vehicle",37
"cb5eced81f2669bb25a1add300af7e40","Collision with motor vehicle",50
"cb628d9065c3c1ce33fa05eb1a369fd5","Collision with pedestrian",55
"cb66894d2ce6b9cfb68dfb55189c70b4","Collision with motor vehicle",67
"cb726e8de7d5baccd9052ef29420d633","All other",82
"cb75e4d12a21df0582f497ba69458af2","Collision with motor vehicle",54
"cb79f5d65c25a15ade37465e25162fee","Collision with fixed object",66
"cb7b2a62f32155be39ce00987e2b1c61","Collision with fixed object",49
"cb812d0a05058552bd375a692b5e3177","Collision with motor vehicle",76
"cb84fd19ea8501633f71e2caf3214844","Rollover",53
"cb87c44e41828dad419d195aec662e05","Collision with motor vehicle",64
"cb8ef482c4c9e6f533eb7ec6e8a09d3d","Collision with fixed object",52
"cb90a026ae432b783185072063a0baca","Collision with motor vehicle",38
"cb969d68d2d57ae2bf9710aee2e21c47","Collision with motor vehicle",67
"cb9b2c552c9e9421caec92e420fd8134","Collision with motor vehicle",63
"cb9c25637bc8297d3f4601cfe195a836","Collision with motor vehicle",72
"cba234b8e9484170ff41c6b4ec21135b","Collision with motor vehicle",33
"cba461f12050d478fd8fddf4166c7573","All other",60
"cba5186bd66ca5518481ae761f44132b","All other",70
"cba7c36a0d28bc49c26161912cd15fc3","Collision with motor vehicle",53
"cbb27ae431b597265ad9dd1264cc78fd","Collision with motor vehicle",36
"cbb8b3e6c9330bbd0665bb9ce948285c","Collision with motor vehicle",58
"cbbaa0bf3808ec8dd63442354c392807","Collision with motor vehicle",52
"cbc0c4e540e38eb59bd199b024e5409b","Collision with motor vehicle",44
"cbc1e0e06f4eef3c5ba2c26e79a388bc","Collision with fixed object",46
"cbc2f15bd80d474e335f24ae671c9a71","Collision with motor vehicle",85
"cbc6d4f6c7bf65f692a2a3f2fef1dd97","Collision with fixed object",66
"cbd05c84104f4e868d8ac0d5826fd549","Collision with fixed object",63
"cbd60d8a4b4491ac0303960a1e8f52ba","Collision with motor vehicle",58
"cbdecd8e1010a270e67e6c4455bebbdc","Collision with motor vehicle",64
"cbee41298faa12501dcf779338630b9b","Collision with motor vehicle",77
"cbff4e168cdff88a8e2506326efbc91f","Collision with motor vehicle",56
"cc0ebe102a07c8abd1d52e7e18147266","Collision with fixed object",36
"cc102b021a294c46bfaa5d3a3a180860","Collision with motor vehicle",66
"cc19c13ce7b63ce3a5b174d096113f2f","Collision with motor vehicle",35
"cc1f468920d854ed324a26bc9a579b9d","Collision with motor vehicle",35
"cc2020cfcf2c1aba7f681fe36287bcb6","Rollover",74
"cc234a5897ad8c94d9052c7bcd381f9d","Entering or getting out of a vehicle",68
"cc3a687139e1d1d7b800a403004bca35","Hit and run",58
"cc4417460ca2e634e13ac63476db5199","Collision with motor vehicle",39
"cc4756656bcfca0b0ac63ca1cd54827d","Collision with fixed object",36
"cc4821109a0b9112e9f91e392120baeb","Collision with motor vehicle",81
"cc485de02d434e620720a91166a2c594","Collision with motor vehicle",41
"cc493ae31dd82e6a62ea99919e8a181d","Collision with motor vehicle",80
"cc507b6acd38127262e2d2b1da2bd288","Collision with motor vehicle",73
"cc54489b25cb13152d49add946760670","Collision with motor vehicle",48
"cc574c144833fa9d6277467708ed512e","Collision with motor vehicle",34
"cc5900c7e9c9227b50ac3306e96e15ee","Collision with motor vehicle",38
"cc597902a0c0e75f2dc677a91f3a04d0","Collision with motor vehicle",70
"cc5e80de4a2b60ae30062703bd9e56d7","Collision with fixed object",49
"cc5e90bfb10f475cd929f43a23fbc2d3","Entering or getting out of a vehicle",59
"cc5ed3ebd8700e473eab456457913c66","Collision with motor vehicle",70
"cc60a6af1d46b235b5a1fc4238786bf7","Collision with motor vehicle",52
"cc63c2086aa25744ef109cda8b434fc9","Collision with fixed object",41
"cc691d816b81fd9345c316603379e2a7","Collision with fixed object",33
"cc6acbdd16355e8141e806a38de5d68c","Collision with motor vehicle",49
"cc71cf6620172cdbd6c791e84cad2c48","Collision with motor vehicle",50
"cc79924e3fa2496fcd77d31311b8faec","Collision with motor vehicle",42
"cc815326a1b4453d1ffb834af9be340f","Rollover",27
"cc977af9aefd7f6139ec9925bcd6c5e0","Collision with motor vehicle",66
"cc9d4b12255fdbecce117991b85f93ef","Collision with motor vehicle",54
"cca0e27dfffcc55258cb2504660bdd6c","Collision with motor vehicle",63
"cca48578dcd4a8a8d105fe4a90be4798","Collision with motor vehicle",72
"cca78199ac1da217f62bdef39de5a9ed","Collision with motor vehicle",55
"ccae11830b39cf31bac8a9b022d971bc","Collision with fixed object",42
"ccb03416a0525ddff09029be8f674180","Collision with fixed object",44
"cccff3afd718a3d466da7b2d7ef0b7d7","Collision with motor vehicle",56
"ccd93486f459c52cd5f17b6dca636062","Collision with motor vehicle",30
"ccdf67a3dac42fa04d17f1b4e606c49f","Entering or getting out of a vehicle",63
"cce2ec46083f9021cc3f3ae3e69b72ec","Collision with motor vehicle",68
"ccf19b591fe85cbbc3e822bb4ff1bbf5","Collision with motor vehicle",60
"ccf2e42d611dcc6afa77e7d9d3ba89aa","Collision with fixed object",37
"ccfb9a48218cabc258556f7c1b1bfee3","Collision with motor vehicle",78
"ccfe3c47a67be3b6ba2da3856e4f55cc","Collision with motor vehicle",60
"ccfebc3ba8c201cf15374c41fc800c51","Collision with pedestrian",62
"cd0179c089541a37f706a274532a3e5c","Collision with motor vehicle",78
"cd04ec7cfde965ca90afbc431b8f12e0","Collision with pedestrian",66
"cd13fe329b6d647ce3899f50543fc012","Collision with motor vehicle",40
"cd1481779a3633b3824bd238cadb468f","Collision with motor vehicle",54
"cd178b9117756feb7369442e7911011e","Collision with motor vehicle",66
"cd1861ec5fda5816b8479149d04b8f5e","Collision with motor vehicle",49
"cd1ee490466f0afd965aec86f60b15dd","Collision with motor vehicle",44
"cd2443f1ae9073ec8a5747731d6c85a8","Collision with motor vehicle",56
"cd25acd26c9c8f5ad9192ccad8651367","Collision with motor vehicle",76
"cd32d08e2964ddc4a6f8ef8b7f5ce9be","Collision with motor vehicle",67
"cd3e7fbc1011bf45f585da8979d99913","Collision with motor vehicle",42
"cd4215ca0c8267948b12646261d275e9","Collision with motor vehicle",38
"cd42496a67f0178871e03c1f72733ffa","Collision with motor vehicle",49
"cd4723e033eadeee3d926102c22ba81c","Collision with motor vehicle",46
"cd4900af4415f80112f7afcc8b23ff67","Collision with motor vehicle",39
"cd528cb5bc9c149bdca23d42addfa6cb","Collision with motor vehicle",60
"cd5383b5a5e586ab37babff85100aa72","Collision with motor vehicle",50
"cd58268cf7bf442af70ef7d6e1a9ddae","Collision with motor vehicle",44
"cd5ab0f3de3c92f0130a674d31d19afb","Collision with motor vehicle",46
"cd5d8c7647be981f169c49b10d8b83d8","Collision with motor vehicle",40
"cd5ded6d978287d378a7059320a8133b","Collision with motor vehicle",61
"cd6ddc73cb2a59ff459ad8d98fbb3e95","All other",60
"cd71c244292efab38dd1735baf100a0a","Collision with motor vehicle",44
"cd736941eedd3198d404fc5ce9e90815","All other",86
"cd77476543c32ee03e7826108b1331f6","All other",94
"cd818fbf51d6b2e6ed1c03a8d17e5d26","Collision with motor vehicle",28
"cd86d1571da7c77495ae9dff60332d4f","Collision with motor vehicle",46
"cd90a73b6acb9211c5d762d335574006","Collision with fixed object",68
"cd92230fca0ebf2744d9bbd4082ac464","Collision with motor vehicle",49
"cd964b1c1006a80a42371c6ca3c51d02","Collision with motor vehicle",72
"cd98220008b30d27d70f2d490c3b69fa","Collision with motor vehicle",66
"cd9a652dcd6341954a34be95ed6895a5","Collision with motor vehicle",43
"cd9edaeee673e0f61206d435b37470da","All other",55
